Date,Open,High,Low,Close,Volume
2019-12-26,106.44,106.44,102.41,102.86,5441312
2019-12-27,104.0,99.31,104.0,104.0,9967192
2019-12-30,121.34,107.02,121.34,121.34,7586613
2019-12-31,121.48,114.41,121.48,121.48,5539582
2020-01-01,126.65,133.7,126.65,126.65,7541871
2020-01-02,136.47,109.8,136.47,136.47,7792536
2020-01-03,130.07,129.51,130.07,130.07,9059811
2020-01-06,125.74,99.85,125.74,125.74,8785827
2020-01-07,126.4,128.43,106.94,121.94,5266037
2020-01-08,139.45,101.76,139.45,139.45,9625246
2020-01-09,112.05,110.44,112.05,112.05,5364752
2020-01-10,130.97,130.97,115.85,126.46,6370146
2020-01-13,122.35,98.03,122.35,122.35,7468020
2020-01-14,117.79,120.95,95.69,120.95,7303394
2020-01-15,113.39,113.39,100.45,113.39,6211260
2020-01-16,105.61,102.6,105.61,105.61,6576746
2020-01-17,124.77,100.81,124.77,124.77,8194814
2020-01-20,126.79,123.75,126.79,126.79,9925999
2020-01-21,108.22,108.22,107.74,107.74,8125039
2020-01-22,127.74,133.27,121.54,121.54,5053478
2020-01-23,120.24,136.79,120.24,134.47,6881813
2020-01-24,122.77,95.01,122.77,122.77,9351911
2020-01-27,103.73,103.73,95.81,103.73,5345840
2020-01-28,130.99,98.78,130.99,130.99,9251627
2020-01-29,121.03,133.09,118.7,118.7,6767215
2020-01-30,119.03,135.18,96.91,112.24,6014109
2020-01-31,119.62,133.65,119.62,122.08,6413633
2020-02-03,116.44,135.45,116.44,132.75,8146084
2020-02-04,109.43,131.92,102.38,102.38,7500702
2020-02-05,110.41,102.06,110.41,110.41,8983420
2020-02-06,116.17,125.62,97.9,125.62,8030265
2020-02-07,124.76,119.22,124.76,124.76,9594729
2020-02-10,116.09,135.39,116.09,116.09,7273821
2020-02-11,115.44,115.44,96.82,98.91,8590018
2020-02-12,139.73,121.49,139.73,139.73,9871548
2020-02-13,134.06,134.06,98.73,114.82,7855226
2020-02-14,124.49,118.15,124.49,124.49,7003190
2020-02-17,129.35,95.88,129.35,129.35,6403705
2020-02-18,122.46,121.68,122.46,122.46,8568001
2020-02-19,124.16,137.44,107.56,107.56,6187351
2020-02-20,114.35,105.84,114.35,114.35,9328907
2020-02-21,114.52,123.11,108.51,123.11,5078492
2020-02-24,136.49,120.04,136.49,136.49,9813258
2020-02-25,138.8,101.53,138.8,138.8,7586597
2020-02-26,109.15,104.1,109.15,109.15,9850541
2020-02-27,126.37,138.6,122.84,122.84,6176089
2020-02-28,102.62,102.62,101.95,102.62,7967663
2020-03-02,108.7,129.51,108.7,129.51,5179360
2020-03-03,139.38,111.48,139.38,139.38,9764408
2020-03-04,112.34,105.99,112.34,112.34,6410138
2020-03-05,117.34,100.83,117.34,117.34,9289792
2020-03-06,139.21,124.46,139.21,139.21,6196049
2020-03-09,130.31,115.63,130.31,130.31,8128779
2020-03-10,114.34,101.16,114.34,114.34,6695914
2020-03-11,122.86,117.62,122.86,122.86,8974095
2020-03-12,119.03,136.43,104.62,108.74,9657467
2020-03-13,104.21,111.89,103.58,111.89,9358623
2020-03-16,113.95,108.31,113.95,113.95,5875020
2020-03-17,134.81,132.19,134.81,134.81,9155035
2020-03-18,114.44,126.5,98.98,98.98,5734800
2020-03-19,100.3,119.76,95.83,101.85,9325448
2020-03-20,108.11,104.57,108.11,108.11,7871333
2020-03-23,126.35,108.74,126.35,126.35,5529224
2020-03-24,127.29,115.5,127.29,127.29,5093720
2020-03-25,127.21,127.88,127.21,127.21,9813633
2020-03-26,139.21,112.01,139.21,139.21,9970223
2020-03-27,110.36,99.93,110.36,110.36,9917771
2020-03-30,117.02,133.35,103.95,119.7,8960666
2020-03-31,127.81,130.03,127.81,127.81,5794628
2020-04-01,113.36,133.01,104.2,104.2,9277406
2020-04-02,107.45,107.26,107.45,107.45,9995646
2020-04-03,125.23,132.71,125.23,125.23,9218077
2020-04-06,133.98,103.4,133.98,133.98,8157116
2020-04-07,119.25,108.26,119.25,119.25,8193558
2020-04-08,124.2,123.13,124.2,124.2,9606239
2020-04-09,110.32,110.32,102.33,110.32,9432986
2020-04-10,127.2,128.59,110.64,125.53,5383885
2020-04-13,116.58,130.69,116.58,116.58,8360612
2020-04-14,122.37,117.95,122.37,122.37,9879139
2020-04-15,124.17,112.96,124.17,124.17,9985278
2020-04-16,108.21,108.21,102.39,103.6,6362631
2020-04-17,119.32,103.16,119.32,119.32,5314773
2020-04-20,136.2,108.14,136.2,136.2,5711707
2020-04-21,133.19,102.91,133.19,133.19,8891512
2020-04-22,133.34,138.84,133.34,133.34,6087846
2020-04-23,115.3,95.63,115.3,115.3,8474868
2020-04-24,112.05,137.76,101.45,114.65,7108008
2020-04-27,133.48,139.07,122.77,122.77,7050069
2020-04-28,102.32,95.5,102.32,102.32,6077972
2020-04-29,108.13,131.95,108.13,110.62,6088291
2020-04-30,130.69,95.59,130.69,130.69,7314880
2020-05-01,115.58,115.58,98.81,98.81,9989994
2020-05-04,120.24,134.16,112.09,112.09,8049620
2020-05-05,109.54,128.95,99.86,122.26,7389388
2020-05-06,129.55,136.19,129.55,129.55,5384876
2020-05-07,136.43,117.75,136.43,136.43,7101370
2020-05-08,137.44,115.62,137.44,137.44,6868746
2020-05-11,113.9,113.9,98.7,111.78,8155983
2020-05-12,134.61,137.8,129.94,129.94,7732606
2020-05-13,109.24,101.95,109.24,109.24,9621967
2020-05-14,131.9,122.48,131.9,131.9,8643080
2020-05-15,111.95,97.69,111.95,111.95,9612396
2020-05-18,121.03,129.2,114.25,129.2,5064347
2020-05-19,137.43,107.79,137.43,137.43,5023078
2020-05-20,133.99,105.97,133.99,133.99,5047362
2020-05-21,125.88,129.36,125.88,126.99,9217550
2020-05-22,129.75,129.75,116.9,129.75,9639977
2020-05-25,137.53,114.29,137.53,137.53,9682880
2020-05-26,118.01,118.01,117.35,117.35,5394093
2020-05-27,126.06,126.06,99.33,126.06,9536281
2020-05-28,115.91,131.31,104.62,130.05,9209182
2020-05-29,106.42,137.73,106.42,115.82,9125497
2020-06-01,123.23,123.23,95.5,123.23,5652524
2020-06-02,123.63,133.81,96.65,103.91,5655437
2020-06-03,138.7,103.24,138.7,138.7,8578524
2020-06-04,117.75,114.91,117.75,117.75,9814422
2020-06-05,110.11,100.88,110.11,110.11,7651751
2020-06-08,123.17,102.24,123.17,123.17,5106892
2020-06-09,118.54,116.22,118.54,118.54,5308649
2020-06-10,123.99,103.56,123.99,123.99,6593952
2020-06-11,105.54,112.93,101.77,104.43,5448774
2020-06-12,118.37,112.36,118.37,118.37,5254049
2020-06-15,118.97,121.76,96.78,119.45,7348926
2020-06-16,134.48,117.68,134.48,134.48,9292537
2020-06-17,136.37,135.17,136.37,136.37,9908821
2020-06-18,132.36,139.17,108.88,108.88,7156017
2020-06-19,117.9,101.75,117.9,117.9,5390650
2020-06-22,100.58,100.58,100.47,100.58,7293809
2020-06-23,132.74,133.64,132.74,132.74,7283640
2020-06-24,109.97,108.71,109.97,109.97,5881897
2020-06-25,127.92,116.67,127.92,127.92,6270715
2020-06-26,122.45,138.72,99.48,105.62,6369669
2020-06-29,128.54,113.73,128.54,128.54,7290918
2020-06-30,138.91,112.72,138.91,138.91,6581363
2020-07-01,136.49,129.35,136.49,136.49,6589335
2020-07-02,115.98,115.98,100.27,115.98,8570876
2020-07-03,124.46,122.31,124.46,124.46,6486778
2020-07-06,121.24,109.48,121.24,121.24,7288708
2020-07-07,129.84,103.72,129.84,129.84,6434230
2020-07-08,104.34,98.2,104.34,104.34,6396237
2020-07-09,118.75,111.15,118.75,118.75,8802402
2020-07-10,112.42,104.54,112.42,112.42,5422586
2020-07-13,107.21,99.22,107.21,107.21,7829846
2020-07-14,127.49,131.43,119.08,123.27,9657968
2020-07-15,113.99,113.99,113.49,113.99,7571827
2020-07-16,125.96,119.6,125.96,125.96,6810774
2020-07-17,133.03,95.05,133.03,133.03,8781360
2020-07-20,126.04,116.84,126.04,126.04,6187224
2020-07-21,129.91,114.23,129.91,129.91,9733256
2020-07-22,104.8,102.69,104.8,104.8,9213317
2020-07-23,129.37,122.58,129.37,129.37,7300034
2020-07-24,112.6,137.12,100.64,137.12,9516809
2020-07-27,121.95,132.19,121.95,121.95,7903876
2020-07-28,121.19,117.3,121.19,121.19,6436605
2020-07-29,125.45,127.03,121.87,121.87,8063014
2020-07-30,123.11,123.11,103.0,118.3,7038644
2020-07-31,131.25,103.16,131.25,131.25,8899604
2020-08-03,101.47,133.66,96.93,133.66,6282172
2020-08-04,122.51,132.63,122.51,122.51,8090036
2020-08-05,136.6,115.32,136.6,136.6,7703493
2020-08-06,131.95,137.93,118.02,118.02,7389299
2020-08-07,120.44,120.44,111.74,120.44,6393168
2020-08-10,123.78,124.76,112.67,124.76,9234686
2020-08-11,121.79,137.02,121.79,121.79,7213099
2020-08-12,119.26,125.79,119.26,119.26,7555006
2020-08-13,113.21,113.21,98.7,101.2,5324865
2020-08-14,134.84,136.09,105.08,108.47,9959252
2020-08-17,105.68,131.4,99.98,99.98,7811629
2020-08-18,111.34,129.28,109.75,129.28,8174792
2020-08-19,133.56,113.87,133.56,133.56,5745918
2020-08-20,125.54,139.7,120.52,131.95,7333510
2020-08-21,116.96,121.8,96.72,121.8,9780300
2020-08-24,101.69,101.69,96.15,101.69,8462422
2020-08-25,100.92,100.92,100.45,100.45,8579363
2020-08-26,105.0,97.82,105.0,105.0,9613222
2020-08-27,122.96,122.96,95.14,102.46,5597937
2020-08-28,110.18,129.23,110.18,128.14,5684419
2020-08-31,128.51,103.69,128.51,128.51,6201881
2020-09-01,120.05,117.89,120.05,120.05,9672452
2020-09-02,137.16,128.74,137.16,137.16,6447582
2020-09-03,125.03,115.76,125.03,125.03,7542493
2020-09-04,104.82,98.12,104.82,104.82,5899837
2020-09-07,138.48,112.37,138.48,138.48,6844290
2020-09-08,134.02,98.28,134.02,134.02,6796474
2020-09-09,121.65,134.83,106.36,106.36,7277063
2020-09-10,138.65,132.79,138.65,138.65,5062186
2020-09-11,116.81,112.53,116.81,116.81,6698938
2020-09-14,109.59,96.91,109.59,109.59,9274545
2020-09-15,137.03,137.97,137.03,137.03,6465148
2020-09-16,109.66,109.66,109.14,109.14,7433341
2020-09-17,116.21,131.69,116.21,131.69,5854412
2020-09-18,116.93,115.24,116.93,116.93,5829614
2020-09-21,123.09,109.82,123.09,123.09,9909937
2020-09-22,134.63,131.75,134.63,134.63,5023426
2020-09-23,112.61,112.61,109.23,109.23,9625493
2020-09-24,118.36,118.36,98.85,118.36,9057934
2020-09-25,112.5,99.15,112.5,112.5,7124992
2020-09-28,131.67,134.68,131.67,131.67,8051556
2020-09-29,108.36,108.36,102.96,102.96,7640968
2020-09-30,136.65,129.46,136.65,136.65,9926268
2020-10-01,116.79,122.26,116.79,122.26,6927978
2020-10-02,133.53,100.4,133.53,133.53,7452969
2020-10-05,134.9,100.75,134.9,134.9,5403805
2020-10-06,130.53,115.71,130.53,130.53,7940032
2020-10-07,108.37,108.37,100.39,108.37,6733600
2020-10-08,124.1,124.1,113.47,113.47,8683983
2020-10-09,116.24,116.24,103.54,109.13,6946509
2020-10-12,127.27,98.35,127.27,127.27,5130776
2020-10-13,126.55,112.33,126.55,126.55,6840471
2020-10-14,137.93,102.07,137.93,137.93,8640972
2020-10-15,129.61,117.74,129.61,129.61,9162731
2020-10-16,126.77,122.67,126.77,126.77,5060256
2020-10-19,102.52,101.77,102.52,102.52,5855845
2020-10-20,131.64,104.2,131.64,131.64,7627577
2020-10-21,121.19,121.19,104.41,121.19,5655970
2020-10-22,121.0,134.04,119.8,119.8,9368199
2020-10-23,108.86,108.86,102.37,108.86,9937145
2020-10-26,123.5,132.13,123.5,123.5,9809065
2020-10-27,129.0,135.94,129.0,129.0,5830909
2020-10-28,125.64,139.11,125.64,125.64,9749367
2020-10-29,113.17,113.17,100.47,113.17,5077421
2020-10-30,102.02,97.22,102.02,102.02,6511129
2020-11-02,139.13,106.48,139.13,139.13,8042045
2020-11-03,125.29,118.27,125.29,125.29,9589151
2020-11-04,130.9,105.7,130.9,130.9,6795563
2020-11-05,136.72,139.24,136.72,136.72,9071952
2020-11-06,130.89,137.83,123.06,123.06,6105193
2020-11-09,116.51,109.24,116.51,116.51,8192809
2020-11-10,123.36,110.07,123.36,123.36,9376540
2020-11-11,137.33,127.42,137.33,137.33,6772568
2020-11-12,120.45,119.93,120.45,120.45,8948965
2020-11-13,128.32,137.16,116.94,136.35,6028874
2020-11-16,114.32,127.49,104.12,104.12,6126131
2020-11-17,116.75,103.13,116.75,116.75,6946290
2020-11-18,133.77,119.09,133.77,133.77,6336006
2020-11-19,116.21,134.83,116.21,116.21,5043491
2020-11-20,133.62,99.16,133.62,133.62,7977035
2020-11-23,107.65,136.83,100.76,131.65,9496992
2020-11-24,135.32,95.38,135.32,135.32,8569298
2020-11-25,115.24,117.88,96.31,117.88,5218045
2020-11-26,102.28,133.5,95.64,131.26,8179908
2020-11-27,134.21,99.43,134.21,134.21,7879384
2020-11-30,112.48,112.48,99.94,112.48,8183393
2020-12-01,124.25,135.89,124.25,124.25,9404667
2020-12-02,100.16,137.83,97.1,127.56,9491953
2020-12-03,97.52,96.92,97.52,97.52,9588110
2020-12-04,127.65,119.33,127.65,127.65,8930401
2020-12-07,105.26,137.56,95.9,132.57,7034625
2020-12-08,124.1,124.1,118.64,118.64,6793737
2020-12-09,100.74,100.74,95.45,100.74,7025116
2020-12-10,115.99,132.19,98.74,98.74,9383132
2020-12-11,133.38,114.34,133.38,133.38,8224866
2020-12-14,111.02,120.59,95.82,104.12,7005922
2020-12-15,125.91,119.55,125.91,125.91,6863592
2020-12-16,126.38,126.38,114.75,114.75,6321256
2020-12-17,120.43,125.52,120.43,125.52,9672119
2020-12-18,108.51,108.51,97.58,100.43,6789494
2020-12-21,98.21,96.83,98.21,98.21,9421064
2020-12-22,105.27,104.13,105.27,105.27,8016564
2020-12-23,123.22,126.0,123.22,126.0,9982264
2020-12-24,130.51,105.17,130.51,130.51,9847402
2020-12-25,138.02,109.82,138.02,138.02,5075748
2020-12-28,116.06,130.3,116.06,122.14,7247478
2020-12-29,98.63,97.13,98.63,98.63,7001935
2020-12-30,114.79,114.79,95.36,114.79,6013924
2020-12-31,115.71,117.34,115.71,115.71,7200717
2021-01-01,131.78,135.75,131.78,131.78,7319286
2021-01-04,103.6,108.5,100.09,108.5,9632706
2021-01-05,112.12,95.27,112.12,112.12,5606321
2021-01-06,125.76,125.76,109.34,125.76,7467746
2021-01-07,136.17,138.11,136.17,136.17,8888945
2021-01-08,136.18,106.92,136.18,136.18,7395253
2021-01-11,139.07,119.97,139.07,139.07,5402646
2021-01-12,132.28,108.01,132.28,132.28,5700206
2021-01-13,127.23,135.54,106.32,106.32,9880486
2021-01-14,122.08,136.02,120.18,120.18,6878803
2021-01-15,131.77,107.62,131.77,131.77,8691280
2021-01-18,123.02,123.02,107.35,123.02,5274735
2021-01-19,122.71,100.85,122.71,122.71,6086839
2021-01-20,112.28,119.3,112.28,112.28,5733640
2021-01-21,129.71,104.89,129.71,129.71,9052948
2021-01-22,110.04,110.04,98.86,110.04,6044026
2021-01-25,119.28,114.88,119.28,119.28,5784088
2021-01-26,139.74,102.53,139.74,139.74,8459053
2021-01-27,112.22,101.72,112.22,112.22,9499661
2021-01-28,136.41,98.65,136.41,136.41,7272948
2021-01-29,107.41,102.89,107.41,107.41,6544825
2021-02-01,139.9,115.5,139.9,139.9,5501847
2021-02-02,102.07,132.18,99.65,121.57,7166790
2021-02-03,114.15,114.15,112.92,114.15,7288324
2021-02-04,129.39,133.51,109.06,118.22,6275523
2021-02-05,114.04,132.24,105.32,121.64,5772131
2021-02-08,130.64,98.87,130.64,130.64,6528948
2021-02-09,101.96,123.26,97.54,97.54,6264422
2021-02-10,111.01,111.01,108.15,111.01,7303827
2021-02-11,134.74,126.09,134.74,134.74,8256216
2021-02-12,132.44,126.7,132.44,132.44,5778747
2021-02-15,121.71,119.3,121.71,121.71,8753311
2021-02-16,102.69,109.77,95.51,108.17,6157571
2021-02-17,111.69,96.77,111.69,111.69,6837527
2021-02-18,108.36,131.86,108.36,131.86,6992584
2021-02-19,105.94,105.94,96.68,104.81,8885319
2021-02-22,132.63,96.3,132.63,132.63,6861146
2021-02-23,108.98,100.39,108.98,108.98,7493701
2021-02-24,110.12,127.75,108.69,108.69,5715340
2021-02-25,122.77,95.45,122.77,122.77,9301746
2021-02-26,137.86,120.53,137.86,137.86,9163134
2021-03-01,130.91,111.31,130.91,130.91,7549518
2021-03-02,136.7,122.88,136.7,136.7,8084992
2021-03-03,126.92,125.83,126.92,126.92,8885725
2021-03-04,114.7,105.61,114.7,114.7,9588715
2021-03-05,137.46,135.8,137.46,137.46,7024109
2021-03-08,116.91,116.74,116.91,116.91,8552219
2021-03-09,117.05,123.66,117.05,123.66,9032652
2021-03-10,134.75,129.62,134.75,134.75,5249598
2021-03-11,135.53,133.6,135.53,135.53,8450375
2021-03-12,129.58,116.73,129.58,129.58,7310907
2021-03-15,121.99,99.25,121.99,121.99,6177644
2021-03-16,121.02,139.36,121.02,121.02,6880163
2021-03-17,106.01,132.71,102.76,112.78,9357876
2021-03-18,101.27,102.17,95.33,102.17,6091807
2021-03-19,118.02,95.57,118.02,118.02,6192927
2021-03-22,104.39,104.39,100.43,104.39,6770281
2021-03-23,111.56,111.56,104.88,111.56,5895207
2021-03-24,136.87,104.55,136.87,136.87,6128411
2021-03-25,121.33,109.43,121.33,121.33,5792456
2021-03-26,117.4,138.36,98.57,126.1,6300530
2021-03-29,109.49,109.49,102.15,106.12,8721449
2021-03-30,128.01,101.39,128.01,128.01,5785642
2021-03-31,109.15,107.26,109.15,109.15,5918358
2021-04-01,124.76,118.57,124.76,124.76,9622385
2021-04-02,124.08,115.49,124.08,124.08,9980754
2021-04-05,121.89,138.15,121.89,121.89,8395848
2021-04-06,98.7,96.16,98.7,98.7,6748189
2021-04-07,133.59,122.02,133.59,133.59,5417717
2021-04-08,132.5,115.69,132.5,132.5,5882845
2021-04-09,119.74,133.37,117.74,117.74,6971924
2021-04-12,132.07,130.41,132.07,132.07,6723305
2021-04-13,120.56,113.71,120.56,120.56,6333261
2021-04-14,135.82,118.23,135.82,135.82,5225717
2021-04-15,125.13,125.13,117.24,125.13,9563045
2021-04-16,125.8,102.53,125.8,125.8,7044611
2021-04-19,106.13,139.8,106.13,113.33,8826257
2021-04-20,131.72,139.14,131.72,131.72,7480564
2021-04-21,98.54,98.22,98.54,98.54,6180780
2021-04-22,135.06,122.08,135.06,135.06,8809982
2021-04-23,107.34,121.15,100.62,112.77,8623823
2021-04-26,123.26,139.49,105.45,127.66,9429496
2021-04-27,123.77,109.16,123.77,123.77,9186501
2021-04-28,109.27,136.76,109.27,109.27,6488328
2021-04-29,120.93,136.72,120.93,136.72,9279237
2021-04-30,132.13,101.17,132.13,132.13,9387447
2021-05-03,103.9,99.43,103.9,103.9,8491094
2021-05-04,101.39,101.39,98.99,99.04,7760518
2021-05-05,109.12,109.12,108.01,109.12,6573977
2021-05-06,124.56,135.92,95.01,97.39,9755487
2021-05-07,131.2,138.89,131.2,131.2,9251172
2021-05-10,108.3,106.99,108.3,108.3,8108168
2021-05-11,135.0,137.11,135.0,135.0,6772988
2021-05-12,107.55,106.12,107.55,107.55,7126509
2021-05-13,131.86,102.11,131.86,131.86,5437565
2021-05-14,124.31,124.0,124.31,124.31,8399335
2021-05-17,119.41,99.0,119.41,119.41,5312491
2021-05-18,137.08,124.72,137.08,137.08,8963065
2021-05-19,130.87,100.7,130.87,130.87,7745235
2021-05-20,130.68,123.45,130.68,130.68,7896159
2021-05-21,125.11,95.45,125.11,125.11,6347141
2021-05-24,101.57,120.5,96.18,120.5,9327141
2021-05-25,127.3,115.6,127.3,127.3,9441918
2021-05-26,121.97,132.98,121.97,121.97,8006129
2021-05-27,132.94,135.74,100.66,111.76,5148433
2021-05-28,136.68,131.64,136.68,136.68,6377442
2021-05-31,134.77,137.42,102.24,102.24,5961371
2021-06-01,134.26,136.84,134.26,134.26,9105690
2021-06-02,139.49,97.99,139.49,139.49,9162717
2021-06-03,121.03,112.07,121.03,121.03,8460338
2021-06-04,112.53,105.01,112.53,112.53,7811868
2021-06-07,115.58,130.69,100.49,122.96,8935255
2021-06-08,126.84,127.43,117.03,117.03,5649798
2021-06-09,113.49,113.49,99.2,113.49,5688309
2021-06-10,108.59,108.59,101.07,108.59,9489969
2021-06-11,110.19,97.83,110.19,110.19,8265005
2021-06-14,114.08,136.1,97.97,122.85,6033994
2021-06-15,103.96,98.49,103.96,103.96,6831949
2021-06-16,113.79,130.99,113.79,116.66,5412665
2021-06-17,120.39,120.39,103.77,109.69,7424163
2021-06-18,109.27,131.16,100.08,121.74,7528634
2021-06-21,119.05,124.43,95.79,124.43,9766177
2021-06-22,114.03,114.03,103.79,105.74,6537077
2021-06-23,124.59,124.59,97.64,122.74,8489362
2021-06-24,103.8,95.19,103.8,103.8,9967694
2021-06-25,134.4,119.35,134.4,134.4,5397343
2021-06-28,118.35,108.35,118.35,118.35,9455686
2021-06-29,138.2,126.01,138.2,138.2,5063338
2021-06-30,103.02,123.04,103.02,103.02,9807392
2021-07-01,114.72,121.16,114.56,114.56,6596110
2021-07-02,104.64,104.64,103.96,104.64,6863766
2021-07-05,125.43,125.43,101.82,108.92,6025529
2021-07-06,106.1,109.71,106.1,109.71,9533719
2021-07-07,102.76,96.71,102.76,102.76,5766143
2021-07-08,139.42,113.7,139.42,139.42,7306296
2021-07-09,117.85,117.85,102.0,117.85,5489613
2021-07-12,139.86,97.31,139.86,139.86,8201997
2021-07-13,120.1,97.72,120.1,120.1,5600939
2021-07-14,124.53,129.74,124.53,124.53,6345285
2021-07-15,137.63,107.32,137.63,137.63,9436613
2021-07-16,117.1,126.36,117.1,117.1,7054502
2021-07-19,130.43,95.98,130.43,130.43,8312200
2021-07-20,113.77,98.17,113.77,113.77,7196721
2021-07-21,119.49,102.61,119.49,119.49,5618228
2021-07-22,114.12,114.12,112.38,114.12,9421502
2021-07-23,111.21,96.64,111.21,111.21,6202823
2021-07-26,102.59,139.98,97.42,97.42,7779039
2021-07-27,119.55,122.3,116.04,122.3,7794779
2021-07-28,133.29,127.51,133.29,133.29,6282326
2021-07-29,110.71,98.0,110.71,110.71,8036293
2021-07-30,106.58,129.23,106.58,116.23,8542977
2021-08-02,118.65,118.65,106.3,118.65,5363097
2021-08-03,132.88,121.39,132.88,132.88,5004007
2021-08-04,125.96,123.26,125.96,125.96,9417810
2021-08-05,133.7,119.88,133.7,133.7,7944473
2021-08-06,108.9,129.14,108.9,125.04,6663972
2021-08-09,101.38,101.38,96.97,98.26,7247129
2021-08-10,136.62,109.82,136.62,136.62,8652196
2021-08-11,112.79,112.79,107.82,112.79,9680087
2021-08-12,102.59,102.59,100.64,102.59,8379393
2021-08-13,114.45,114.45,105.26,114.45,8127154
2021-08-16,139.29,108.5,139.29,139.29,6303247
2021-08-17,112.02,102.24,112.02,112.02,7826679
2021-08-18,127.08,99.08,127.08,127.08,9618675
2021-08-19,110.88,122.03,109.7,109.7,7115258
2021-08-20,116.53,102.01,116.53,116.53,5579232
2021-08-23,134.83,131.29,134.83,134.83,9606015
2021-08-24,127.91,109.76,127.91,127.91,9705964
2021-08-25,130.14,102.47,130.14,130.14,9902281
2021-08-26,119.36,101.11,119.36,119.36,6489251
2021-08-27,127.3,127.16,127.3,127.3,9928732
2021-08-30,108.78,108.78,104.51,108.78,8327860
2021-08-31,120.64,139.78,118.62,120.13,7463959
2021-09-01,124.81,98.52,124.81,124.81,7268494
2021-09-02,123.16,123.16,115.37,123.16,8622931
2021-09-03,121.19,125.39,105.3,125.39,5174260
2021-09-06,131.25,112.61,131.25,131.25,5363691
2021-09-07,112.22,104.45,112.22,112.22,9259895
2021-09-08,122.83,105.62,122.83,122.83,7068980
2021-09-09,125.57,108.53,125.57,125.57,8023234
2021-09-10,139.77,132.44,139.77,139.77,5179923
2021-09-13,125.62,116.26,125.62,125.62,9452983
2021-09-14,111.75,139.95,111.18,131.02,6794404
2021-09-15,137.77,138.83,137.77,137.77,5694094
2021-09-16,130.27,117.85,130.27,130.27,5206948
2021-09-17,103.09,101.75,103.09,103.09,8654336
2021-09-20,129.19,139.32,129.19,129.19,6671900
2021-09-21,107.81,106.15,107.81,107.81,7749236
2021-09-22,123.92,104.81,123.92,123.92,6548315
2021-09-23,108.86,108.86,95.68,108.86,8460742
2021-09-24,127.64,127.65,127.64,127.64,9278184
2021-09-27,118.1,103.69,118.1,118.1,6077287
2021-09-28,134.36,119.91,134.36,134.36,7812818
2021-09-29,120.1,133.54,96.33,113.03,5439516
2021-09-30,115.33,133.93,103.39,130.1,7750425
2021-10-01,123.38,137.56,98.64,125.21,7199097
2021-10-04,127.94,139.69,113.35,113.35,8970648
2021-10-05,106.41,97.42,106.41,106.41,9880302
2021-10-06,114.55,125.32,111.12,111.12,8104142
2021-10-07,132.05,129.13,132.05,132.05,6803975
2021-10-08,104.97,104.97,102.81,104.97,9682341
2021-10-11,104.75,104.75,103.63,104.75,6413684
2021-10-12,133.95,131.74,133.95,133.95,6356527
2021-10-13,110.09,112.94,99.38,99.38,6702899
2021-10-14,124.45,95.42,124.45,124.45,8899731
2021-10-15,108.81,98.83,108.81,108.81,7828074
2021-10-18,119.65,123.95,102.65,123.95,9776316
2021-10-19,129.78,115.37,129.78,129.78,8538940
2021-10-20,126.22,115.23,126.22,126.22,8339000
2021-10-21,123.0,116.98,123.0,123.0,9138520
2021-10-22,113.03,127.91,109.12,127.91,9085535
2021-10-25,107.82,99.46,107.82,107.82,7928372
2021-10-26,125.04,131.11,125.04,125.04,8063122
2021-10-27,134.19,127.49,134.19,134.19,5077592
2021-10-28,139.18,112.39,139.18,139.18,7251945
2021-10-29,133.92,134.98,109.31,132.09,5108125
2021-11-01,103.13,103.13,99.86,103.13,5745757
2021-11-02,124.28,115.85,124.28,124.28,9168070
2021-11-03,131.36,131.36,96.86,131.36,5485972
2021-11-04,112.73,105.33,112.73,112.73,7657754
2021-11-05,102.27,102.27,97.73,102.27,7249321
2021-11-08,113.68,108.96,113.68,113.68,8279240
2021-11-09,122.39,95.59,122.39,122.39,5511934
2021-11-10,119.98,129.05,119.98,128.85,8257464
2021-11-11,127.93,127.93,122.43,126.02,7841154
2021-11-12,99.97,99.97,97.09,99.97,5551278
2021-11-15,111.19,119.83,111.19,119.83,8121800
2021-11-16,129.11,110.1,129.11,129.11,9645667
2021-11-17,131.05,136.33,131.05,131.05,7636437
2021-11-18,133.95,114.55,133.95,133.95,6717746
2021-11-19,100.81,100.81,100.42,100.81,9133655
2021-11-22,106.74,105.07,106.74,106.74,8805723
2021-11-23,106.13,106.13,101.19,106.13,7716259
2021-11-24,124.45,115.64,124.45,124.45,8577836
2021-11-25,139.66,110.26,139.66,139.66,9140968
2021-11-26,122.97,102.3,122.97,122.97,7724037
2021-11-29,119.92,137.15,119.92,119.92,7669837
2021-11-30,137.48,131.57,137.48,137.48,8410359
2021-12-01,133.22,103.98,133.22,133.22,6845824
2021-12-02,115.65,110.03,115.65,115.65,9939993
2021-12-03,114.07,114.07,108.41,114.07,7476546
2021-12-06,123.78,117.01,123.78,123.78,7326855
2021-12-07,132.75,122.81,132.75,132.75,6429130
2021-12-08,133.83,130.13,133.83,133.83,8196239
2021-12-09,128.47,130.33,96.05,130.33,8253164
2021-12-10,116.23,129.67,116.23,116.23,8374323
2021-12-13,134.48,98.06,134.48,134.48,6907061
2021-12-14,101.59,95.24,101.59,101.59,9313954
2021-12-15,129.6,126.25,129.6,129.6,6971040
2021-12-16,104.37,124.89,98.43,113.15,6810935
2021-12-17,124.3,124.3,108.85,124.3,8828611
